data,variable,value
2020-04-18,tempo_moderado_ativo,0
2020-04-19,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,10
2020-04-21,tempo_moderado_ativo,19
2020-04-22,tempo_moderado_ativo,0
2020-04-23,tempo_moderado_ativo,0
2020-04-24,tempo_moderado_ativo,0
2020-04-27,tempo_moderado_ativo,0
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-05-05,tempo_moderado_ativo,0
2020-05-06,tempo_moderado_ativo,0
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,0
2020-05-09,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,18
2020-04-14,tempo_moderado_ativo,24
2020-04-15,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,14
2020-04-13,tempo_moderado_ativo,24
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-16,tempo_moderado_ativo,3
2020-04-17,tempo_moderado_ativo,13
2020-04-18,tempo_moderado_ativo,42
2020-04-19,tempo_moderado_ativo,41
2020-04-20,tempo_moderado_ativo,4
2020-04-21,tempo_moderado_ativo,27
2020-04-22,tempo_moderado_ativo,33
2020-04-23,tempo_moderado_ativo,41
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,31
2020-04-26,tempo_moderado_ativo,7
2020-04-27,tempo_moderado_ativo,38
2020-04-28,tempo_moderado_ativo,8
2020-04-29,tempo_moderado_ativo,15
2020-04-30,tempo_moderado_ativo,16
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,39
2020-05-03,tempo_moderado_ativo,36
2020-05-04,tempo_moderado_ativo,36
2020-05-05,tempo_moderado_ativo,22
2020-05-06,tempo_moderado_ativo,0
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,14
2020-05-09,tempo_moderado_ativo,21
2020-05-10,tempo_moderado_ativo,34
2020-05-11,tempo_moderado_ativo,7
2020-05-12,tempo_moderado_ativo,8
2020-04-16,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,0
2020-04-12,tempo_moderado_ativo,6
2020-04-13,tempo_moderado_ativo,26
2020-04-14,tempo_moderado_ativo,32
2020-04-15,tempo_moderado_ativo,21
2020-04-19,tempo_moderado_ativo,13
2020-04-20,tempo_moderado_ativo,13
2020-04-21,tempo_moderado_ativo,6
2020-04-22,tempo_moderado_ativo,13
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,39
2020-04-26,tempo_moderado_ativo,33
2020-04-27,tempo_moderado_ativo,6
2020-04-28,tempo_moderado_ativo,13
2020-04-30,tempo_moderado_ativo,17
2020-05-01,tempo_moderado_ativo,15
2020-05-02,tempo_moderado_ativo,26
2020-05-03,tempo_moderado_ativo,36
2020-05-04,tempo_moderado_ativo,12
2020-05-06,tempo_moderado_ativo,35
2020-05-07,tempo_moderado_ativo,42
2020-05-08,tempo_moderado_ativo,27
2020-05-09,tempo_moderado_ativo,13
2020-05-11,tempo_moderado_ativo,40
2020-05-12,tempo_moderado_ativo,4
2020-04-20,tempo_moderado_ativo,5
2020-04-23,tempo_moderado_ativo,14
2020-05-07,tempo_moderado_ativo,20
2020-04-12,tempo_moderado_ativo,15
2020-04-13,tempo_moderado_ativo,14
2020-04-14,tempo_moderado_ativo,21
2020-04-15,tempo_moderado_ativo,23
2020-04-16,tempo_moderado_ativo,21
2020-04-17,tempo_moderado_ativo,0
2020-04-18,tempo_moderado_ativo,10
2020-04-19,tempo_moderado_ativo,19
2020-04-20,tempo_moderado_ativo,8
2020-04-21,tempo_moderado_ativo,16
2020-04-22,tempo_moderado_ativo,12
2020-04-23,tempo_moderado_ativo,10
2020-04-24,tempo_moderado_ativo,0
2020-04-25,tempo_moderado_ativo,16
2020-04-25,tempo_moderado_ativo,16
2020-04-26,tempo_moderado_ativo,18
2020-04-27,tempo_moderado_ativo,4
2020-04-28,tempo_moderado_ativo,10
2020-04-29,tempo_moderado_ativo,7
2020-04-30,tempo_moderado_ativo,0
2020-05-01,tempo_moderado_ativo,10
2020-05-02,tempo_moderado_ativo,4
2020-05-03,tempo_moderado_ativo,20
2020-05-04,tempo_moderado_ativo,10
2020-05-05,tempo_moderado_ativo,3
2020-05-06,tempo_moderado_ativo,5
2020-05-07,tempo_moderado_ativo,0
2020-05-08,tempo_moderado_ativo,0
2020-05-09,tempo_moderado_ativo,13
2020-05-10,tempo_moderado_ativo,13
2020-05-11,tempo_moderado_ativo,10
2020-05-12,tempo_moderado_ativo,6
2020-04-12,tempo_moderado_ativo,0
2020-04-13,tempo_moderado_ativo,0
2020-04-14,tempo_moderado_ativo,0
2020-04-15,tempo_moderado_ativo,0
2020-04-20,tempo_moderado_ativo,10
2020-04-22,tempo_moderado_ativo,20
2020-04-23,tempo_moderado_ativo,45
2020-04-27,tempo_moderado_ativo,0
2020-04-28,tempo_moderado_ativo,0
2020-04-29,tempo_moderado_ativo,14
2020-04-30,tempo_moderado_ativo,20
2020-05-01,tempo_moderado_ativo,0
2020-05-02,tempo_moderado_ativo,0
2020-05-03,tempo_moderado_ativo,0
2020-05-04,tempo_moderado_ativo,0
2020-04-12,tempo_intenso_ativo,25
2020-04-13,tempo_intenso_ativo,21
2020-04-15,tempo_intenso_ativo,29
2020-04-16,tempo_intenso_ativo,36
2020-04-17,tempo_intenso_ativo,38
2020-04-19,tempo_intenso_ativo,50
2020-04-20,tempo_intenso_ativo,28
2020-04-21,tempo_intenso_ativo,19
2020-04-23,tempo_intenso_ativo,41
2020-04-24,tempo_intenso_ativo,39
2020-04-25,tempo_intenso_ativo,73
2020-04-26,tempo_intenso_ativo,31
2020-04-28,tempo_intenso_ativo,48
2020-04-29,tempo_intenso_ativo,16
2020-04-30,tempo_intenso_ativo,52
2020-05-01,tempo_intenso_ativo,33
2020-05-02,tempo_intenso_ativo,41
2020-05-03,tempo_intenso_ativo,50
2020-05-05,tempo_intenso_ativo,45
2020-05-06,tempo_intenso_ativo,24
2020-05-07,tempo_intenso_ativo,37
2020-05-08,tempo_intenso_ativo,44
2020-05-09,tempo_intenso_ativo,46
2020-05-10,tempo_intenso_ativo,46
2020-05-11,tempo_intenso_ativo,36
2020-04-29,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,9
2020-05-02,tempo_intenso_ativo,1
2020-05-08,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-26,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,3
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,0
2020-04-17,tempo_intenso_ativo,0
2020-04-19,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,0
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,0
2020-04-27,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,0
2020-05-04,tempo_intenso_ativo,0
2020-05-05,tempo_intenso_ativo,0
2020-05-06,tempo_intenso_ativo,0
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,0
2020-05-10,tempo_intenso_ativo,0
2020-05-11,tempo_intenso_ativo,0
2020-05-12,tempo_intenso_ativo,0
2020-04-23,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,19
2020-04-14,tempo_intenso_ativo,1
2020-04-15,tempo_intenso_ativo,1
2020-04-17,tempo_intenso_ativo,1
2020-04-18,tempo_intenso_ativo,11
2020-04-19,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,23
2020-04-22,tempo_intenso_ativo,9
2020-04-23,tempo_intenso_ativo,32
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,15
2020-04-26,tempo_intenso_ativo,0
2020-04-27,tempo_intenso_ativo,26
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,44
2020-04-13,tempo_intenso_ativo,31
2020-04-14,tempo_intenso_ativo,5
2020-04-15,tempo_intenso_ativo,15
2020-04-16,tempo_intenso_ativo,31
2020-04-17,tempo_intenso_ativo,11
2020-04-18,tempo_intenso_ativo,4
2020-04-19,tempo_intenso_ativo,19
2020-04-20,tempo_intenso_ativo,2
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,33
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,30
2020-04-25,tempo_intenso_ativo,50
2020-04-26,tempo_intenso_ativo,7
2020-04-27,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,15
2020-04-29,tempo_intenso_ativo,36
2020-04-30,tempo_intenso_ativo,43
2020-05-01,tempo_intenso_ativo,41
2020-05-02,tempo_intenso_ativo,24
2020-05-03,tempo_intenso_ativo,47
2020-05-04,tempo_intenso_ativo,14
2020-05-05,tempo_intenso_ativo,14
2020-05-06,tempo_intenso_ativo,29
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,9
2020-05-10,tempo_intenso_ativo,1
2020-04-12,tempo_intenso_ativo,4
2020-04-16,tempo_intenso_ativo,65
2020-05-03,tempo_intenso_ativo,0
2020-05-04,tempo_intenso_ativo,13
2020-05-05,tempo_intenso_ativo,38
2020-05-06,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-10,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,1
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,1
2020-04-19,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,1
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,1
2020-04-25,tempo_intenso_ativo,0
2020-04-26,tempo_intenso_ativo,8
2020-04-27,tempo_intenso_ativo,6
2020-04-28,tempo_intenso_ativo,13
2020-04-29,tempo_intenso_ativo,6
2020-04-30,tempo_intenso_ativo,6
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,0
2020-05-03,tempo_intenso_ativo,8
2020-05-06,tempo_intenso_ativo,6
2020-05-07,tempo_intenso_ativo,3
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,2
2020-05-10,tempo_intenso_ativo,3
2020-05-11,tempo_intenso_ativo,3
2020-05-12,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,6
2020-04-17,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,27
2020-04-19,tempo_intenso_ativo,20
2020-04-20,tempo_intenso_ativo,19
2020-04-21,tempo_intenso_ativo,7
2020-04-22,tempo_intenso_ativo,77
2020-04-23,tempo_intenso_ativo,58
2020-04-24,tempo_intenso_ativo,14
2020-04-26,tempo_intenso_ativo,14
2020-04-27,tempo_intenso_ativo,11
2020-04-28,tempo_intenso_ativo,19
2020-04-30,tempo_intenso_ativo,14
2020-05-01,tempo_intenso_ativo,12
2020-05-02,tempo_intenso_ativo,33
2020-05-04,tempo_intenso_ativo,35
2020-05-05,tempo_intenso_ativo,12
2020-05-05,tempo_intenso_ativo,12
2020-05-07,tempo_intenso_ativo,21
2020-05-08,tempo_intenso_ativo,21
2020-05-09,tempo_intenso_ativo,6
2020-05-10,tempo_intenso_ativo,13
2020-05-11,tempo_intenso_ativo,8
2020-04-12,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,0
2020-04-17,tempo_intenso_ativo,0
2020-04-19,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,0
2020-04-26,tempo_intenso_ativo,29
2020-04-27,tempo_intenso_ativo,32
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,0
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,27
2020-05-03,tempo_intenso_ativo,30
2020-05-04,tempo_intenso_ativo,0
2020-05-05,tempo_intenso_ativo,2
2020-05-06,tempo_intenso_ativo,0
2020-05-07,tempo_intenso_ativo,26
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,0
2020-05-10,tempo_intenso_ativo,0
2020-05-11,tempo_intenso_ativo,34
2020-05-12,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,6
2020-04-26,tempo_intenso_ativo,12
2020-04-29,tempo_intenso_ativo,15
2020-05-01,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,66
2020-04-12,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,1
2020-04-16,tempo_intenso_ativo,3
2020-04-17,tempo_intenso_ativo,12
2020-04-18,tempo_intenso_ativo,22
2020-04-19,tempo_intenso_ativo,10
2020-04-20,tempo_intenso_ativo,2
2020-04-21,tempo_intenso_ativo,4
2020-04-23,tempo_intenso_ativo,9
2020-04-24,tempo_intenso_ativo,15
2020-04-25,tempo_intenso_ativo,6
2020-04-26,tempo_intenso_ativo,1
2020-04-27,tempo_intenso_ativo,1
2020-04-28,tempo_intenso_ativo,14
2020-04-29,tempo_intenso_ativo,12
2020-04-30,tempo_intenso_ativo,4
2020-05-03,tempo_intenso_ativo,0
2020-05-04,tempo_intenso_ativo,4
2020-05-05,tempo_intenso_ativo,8
2020-05-06,tempo_intenso_ativo,1
2020-05-07,tempo_intenso_ativo,5
2020-05-07,tempo_intenso_ativo,5
2020-05-09,tempo_intenso_ativo,0
2020-05-10,tempo_intenso_ativo,1
2020-05-11,tempo_intenso_ativo,10
2020-05-12,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,19
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,61
2020-04-15,tempo_intenso_ativo,58
2020-04-16,tempo_intenso_ativo,0
2020-04-17,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,0
2020-04-19,tempo_intenso_ativo,69
2020-04-20,tempo_intenso_ativo,0
2020-04-21,tempo_intenso_ativo,47
2020-04-22,tempo_intenso_ativo,25
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,51
2020-04-26,tempo_intenso_ativo,40
2020-04-27,tempo_intenso_ativo,16
2020-04-28,tempo_intenso_ativo,49
2020-04-29,tempo_intenso_ativo,46
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,23
2020-05-03,tempo_intenso_ativo,26
2020-05-04,tempo_intenso_ativo,0
2020-05-05,tempo_intenso_ativo,44
2020-05-06,tempo_intenso_ativo,21
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,3
2020-05-09,tempo_intenso_ativo,59
2020-05-10,tempo_intenso_ativo,61
2020-05-11,tempo_intenso_ativo,0
2020-05-12,tempo_intenso_ativo,8
2020-04-12,tempo_intenso_ativo,21
2020-04-13,tempo_intenso_ativo,15
2020-04-14,tempo_intenso_ativo,21
2020-04-15,tempo_intenso_ativo,21
2020-04-16,tempo_intenso_ativo,21
2020-04-17,tempo_intenso_ativo,21
2020-04-18,tempo_intenso_ativo,21
2020-04-19,tempo_intenso_ativo,21
2020-04-20,tempo_intenso_ativo,21
2020-04-21,tempo_intenso_ativo,21
2020-04-22,tempo_intenso_ativo,62
2020-04-23,tempo_intenso_ativo,24
2020-04-24,tempo_intenso_ativo,21
2020-04-25,tempo_intenso_ativo,61
2020-04-26,tempo_intenso_ativo,38
2020-04-27,tempo_intenso_ativo,63
2020-04-28,tempo_intenso_ativo,21
2020-04-29,tempo_intenso_ativo,21
2020-04-30,tempo_intenso_ativo,21
2020-05-01,tempo_intenso_ativo,21
2020-05-02,tempo_intenso_ativo,37
2020-05-03,tempo_intenso_ativo,21
2020-05-04,tempo_intenso_ativo,25
2020-05-05,tempo_intenso_ativo,45
2020-05-10,tempo_intenso_ativo,21
2020-05-11,tempo_intenso_ativo,45
2020-04-16,tempo_intenso_ativo,7
2020-04-17,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,0
2020-04-19,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,26
2020-04-21,tempo_intenso_ativo,11
2020-04-22,tempo_intenso_ativo,0
2020-04-23,tempo_intenso_ativo,0
2020-04-24,tempo_intenso_ativo,0
2020-04-27,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-05-05,tempo_intenso_ativo,0
2020-05-06,tempo_intenso_ativo,0
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,17
2020-04-14,tempo_intenso_ativo,14
2020-04-15,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,50
2020-04-13,tempo_intenso_ativo,8
2020-04-14,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,50
2020-04-17,tempo_intenso_ativo,5
2020-04-18,tempo_intenso_ativo,13
2020-04-19,tempo_intenso_ativo,35
2020-04-20,tempo_intenso_ativo,48
2020-04-21,tempo_intenso_ativo,53
2020-04-22,tempo_intenso_ativo,30
2020-04-23,tempo_intenso_ativo,58
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,35
2020-04-26,tempo_intenso_ativo,36
2020-04-27,tempo_intenso_ativo,7
2020-04-28,tempo_intenso_ativo,38
2020-04-29,tempo_intenso_ativo,12
2020-04-30,tempo_intenso_ativo,32
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,18
2020-05-03,tempo_intenso_ativo,21
2020-05-04,tempo_intenso_ativo,15
2020-05-05,tempo_intenso_ativo,14
2020-05-06,tempo_intenso_ativo,0
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,43
2020-05-10,tempo_intenso_ativo,62
2020-05-11,tempo_intenso_ativo,24
2020-05-12,tempo_intenso_ativo,0
2020-04-16,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,0
2020-04-12,tempo_intenso_ativo,59
2020-04-13,tempo_intenso_ativo,31
2020-04-14,tempo_intenso_ativo,35
2020-04-15,tempo_intenso_ativo,30
2020-04-19,tempo_intenso_ativo,67
2020-04-20,tempo_intenso_ativo,21
2020-04-21,tempo_intenso_ativo,19
2020-04-22,tempo_intenso_ativo,58
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,69
2020-04-26,tempo_intenso_ativo,70
2020-04-27,tempo_intenso_ativo,55
2020-04-28,tempo_intenso_ativo,54
2020-04-30,tempo_intenso_ativo,42
2020-05-01,tempo_intenso_ativo,30
2020-05-02,tempo_intenso_ativo,66
2020-05-03,tempo_intenso_ativo,57
2020-05-04,tempo_intenso_ativo,45
2020-05-06,tempo_intenso_ativo,21
2020-05-07,tempo_intenso_ativo,20
2020-05-08,tempo_intenso_ativo,32
2020-05-09,tempo_intenso_ativo,67
2020-05-11,tempo_intenso_ativo,57
2020-05-12,tempo_intenso_ativo,5
2020-04-20,tempo_intenso_ativo,21
2020-04-23,tempo_intenso_ativo,21
2020-05-07,tempo_intenso_ativo,21
2020-04-12,tempo_intenso_ativo,65
2020-04-13,tempo_intenso_ativo,21
2020-04-14,tempo_intenso_ativo,21
2020-04-15,tempo_intenso_ativo,60
2020-04-16,tempo_intenso_ativo,64
2020-04-17,tempo_intenso_ativo,0
2020-04-18,tempo_intenso_ativo,21
2020-04-19,tempo_intenso_ativo,21
2020-04-20,tempo_intenso_ativo,21
2020-04-21,tempo_intenso_ativo,21
2020-04-22,tempo_intenso_ativo,21
2020-04-23,tempo_intenso_ativo,19
2020-04-24,tempo_intenso_ativo,0
2020-04-25,tempo_intenso_ativo,21
2020-04-25,tempo_intenso_ativo,21
2020-04-26,tempo_intenso_ativo,21
2020-04-27,tempo_intenso_ativo,4
2020-04-28,tempo_intenso_ativo,11
2020-04-29,tempo_intenso_ativo,3
2020-04-30,tempo_intenso_ativo,0
2020-05-01,tempo_intenso_ativo,71
2020-05-02,tempo_intenso_ativo,63
2020-05-03,tempo_intenso_ativo,71
2020-05-04,tempo_intenso_ativo,19
2020-05-05,tempo_intenso_ativo,66
2020-05-06,tempo_intenso_ativo,74
2020-05-07,tempo_intenso_ativo,0
2020-05-08,tempo_intenso_ativo,0
2020-05-09,tempo_intenso_ativo,71
2020-05-10,tempo_intenso_ativo,63
2020-05-11,tempo_intenso_ativo,72
2020-05-12,tempo_intenso_ativo,8
2020-04-12,tempo_intenso_ativo,0
2020-04-13,tempo_intenso_ativo,0
2020-04-14,tempo_intenso_ativo,0
2020-04-15,tempo_intenso_ativo,0
2020-04-20,tempo_intenso_ativo,0
2020-04-22,tempo_intenso_ativo,1
2020-04-23,tempo_intenso_ativo,8
2020-04-27,tempo_intenso_ativo,0
2020-04-28,tempo_intenso_ativo,0
2020-04-29,tempo_intenso_ativo,6
2020-04-30,tempo_intenso_ativo,10
2020-05-01,tempo_intenso_ativo,0
2020-05-02,tempo_intenso_ativo,0
2020-05-03,tempo_intenso_ativo,0
2020-05-04,tempo_intenso_ativo,0
